title,street,city,state,zipcode,phone,email
Ozborn Self Storage,207 North Hargon Street,Canton,Mississippi,39046-3915,6018593433,mozborn@bellsouth.net
Stone Self Storage LLC,PO Box 282,Canton,Mississippi,39046,6015281615,spsv@suscom.net
A Safe Mini Storage,3619 Gentian Blvd.,Columbus,Georgia,31907-5677,7065650077,jmoore@averettcompany.com
Rent-A-Space LLC,406 Wilkins Wise Rd.,Columbus,Mississippi,39705,6623275656,info@columbusrentaspace.com
Affordable Self Storage East,5272 Highway 20 S,Conyers,Georgia,30016-4438,6783422344,fstraub@mindspring.com
Classic Self Storage LLC,"5685 GA Highway 400, Suite 200",Cumming,Georgia,30040,7708869836,classicselfstore@aol.com
Southside Storage,2055 Atlanta Highway,Cumming,Georgia,,7708892483,cwade@pendleyappraisers.com
Top Notch Storage,1030 Dahlonega Hwy,Cumming,Georgia,30040-4535,6784558801,randyj_123@yahoo.com
A Storage Place Ltd,496 Hwy 67 South,Decatur,Alabama,35603,2563557693,suzanne@housinginvestors.com
A Storage Place Ltd,496 Hwy 67 South,Decatur,Alabama,35603,2563557693,suzanne@housinginvestors.com
Northwest Mini Storage,2330 Rt. 121 N.W.,Decatur,Illinois,62526,2178753200,dllogan@nw-ministorage.com
Public Storage,1504 Austin Dr.,Decatur,Georgia,30032,,
Homeland SelfStorage Management LLC,3357 Breckinridge Blvd,Duluth,Georgia,30096-4908,7709254034,alpharettacap@bellsoulh.net
Public Storage,2423 Pleasant Hill Rd.,Duluth,Georgia,30096,,
Public Storage,4340 Dunwoody Park S.,Dunwoody,Georgia,30338,,
Arkansas Self Storage,2325 N. Gregg Avenue,Fayetteville,Arkansas,72703-2812,4795713800,
Cliffdale Mini Storage Inc,820 S Reilly Rd,Fayetteville,North Carolina,28301,9108643331,
Cliffdale Safe Storage,7901 Cliffdale Road,Fayetteville,North Carolina,28314,9104978673,manager@cliffdalesafestorage.com
Fayette Self Storage,112 New Hope Road,Fayetteville,Georgia,30214,7704616371,fayettestorage@bellsouth.net
Fayetteville Self Storage,3100 US Highway 50,Fayetteville,Ohio,45118,5138754300,denny@kileymold.com
Hope Mills Mini Storage,5607 Camden Rd,Fayetteville,North Carolina,28306-7207,9104262233,
International Self Storage,803 South Eastern Boulevard,Fayetteville,North Carolina,28301-6386,9104852428,
Mini Maxi Storage,2638 Legion Road,Fayetteville,North Carolina,,9104259095,trorie@gmail.com
RICAM Inc dba A Storage Place,4600 Yadkin Road,Fayetteville,North Carolina,,9108646686,astorageplace@hotmail.com
Storage King USA,5799 Pepperbush Drive,Fayetteville,North Carolina,28304-4825,9104268600,corporate@expressmoneyservice.com
Storage King USA,3216 Midpine Rd.,Fayetteville,North Carolina,28306,9103210430,Midpine@storagekingusa.com
Alpha Omega Stor-all,234 Rosedale Drive,Hiram,Georgia,30141,6785672895,hiraminfo@alphaomegastorall.com
"Secura Self Storage (Jonesboro, AR)
Gold Member","3406 Access Rd, AR 72401",Jonesboro,Arkansas,72401,18703363660,
To Your Door Moving and Storage Inc,4175 Royal Drive,Kennesaw,Georgia,30144-6429,6785672345,atlpods@bellsouth.net
Sterling II lnvestments; dba US Storage,Po Box 1716,Kingsland,Texas,,3253889911,jburnes@verizon.net
"Snapbox Sugarloaf
Gold Member","5065 Sugarloaf Pkwy, GA 30046",Lawrenceville,Georgia,30046,14705702375,
Lone Pine Self Storage,132 Pinnacle Point Drive,Macon,Georgia,,,jmajewski@cablelynx.com
Mercer Storage,3968 Mercer University Dr.,Macon,Georgia,31204-4814,4784759469,mercerstorage@bellsouth.net
"Snapbox Self Storage
Gold Member","1745 Roswell Rd, GA 30062",Marietta,Georgia,30062,17706378869,
Canton Road Self Storage,4755 Canton Rd,Marietta,Georgia,30066-1017,7709267708,mallory1@mindspring.com
Public Storage,4365 Johnson Ferry PI. NE,Marietta,Georgia,30068,,
Security Storage LLC,490 Buckingham Circle,Marietta,Georgia,30066-2504,7709289420,jamesgbrown@bellsouth.net
Pak-Rat Storage Inc,231 Raymond Hill Road,Newnan,Georgia,30265-1462,7703047070,
StorGard Self Storage,3766 Holcomb Bridge Rd,Norcross,Georgia,30024,7707349300,
Your Extra Attic Inc,5405 Buford Highway Suite 120,Norcross,Georgia,30720-3045,7704494590,alicegray@yourextraattic.com
Citadel Self Storage LLC,410 Dividend Drive,Peachtree City,Georgia,30269,7704879715,citadelstorage@aol.com
Bourne Self Storage,10655 Woodstock Road,Roswell,Georgia,30075,,dbourne33@mindspring.com
Public Storage,4775 Alabama Rd. NE,Roswell,Georgia,30075,,
Dunwoody Self Storage,1105 Mt. Vernon Hwy.,Sandy Springs,Georgia,30328,7703500070,Info@DunwoodySelfStorage.com
Public Storage,4654 Roswell Rd NE,Sandy Springs,Georgia,30342,,
Abercorn Lock N Store LLC,15050 Abercorn Street,Savannah,Georgia,31419-9470,9129272940,dambos@bellsouth.net
Chatham Parkway Self Storage LLC,1669 Chatham Parkway Savannah,Savannah,Georgia,31405,9122311045,info@chathamparkwayselfstorage.com
Drayton-Parker Companies LLC,12315 Largo Dr.,Savannah,Georgia,31419,9129273043,urbanatticsav@aol.com
The StoreRoom,2350 East President Street,Savannah,Georgia,31404-1030,9122319444,thestoreroom@comcast.net
Pack Rat Mini Storage,120 Weakley Lane,Smyrna,Tennessee,,6152231287,info@packratministorage.com
A-1 301 North Mini Storage,17911 Hwy 301 N,Statesboro,Georgia,30458,9124894004,a1mini@frontiernet.net
Cooper Self Storage,1326 National Hwy.,Thomasville,North Carolina,27360-2318,3368824488,
Public Storage,1750 Montreal Circle,Tucker,Georgia,30084,,
New Georgia Self Storage,9495 Villa Rica Highway,Villa Rica,Georgia,30180-3679,7704599747,
East Cherokee Storage,125 Highland Village Dr.,Woodstock,Georgia,30188,7709674440,
Public Storage,1310 Dundas St. Woodstock,Woodstock,Ontario,N4S7V9,5195392162,
Schlegel Self Storage,740 Washington Street,Woodstock,Illinois,60098-2265,8153381254,
43rd Street Self Storage,9417 NW 43rd Street,Gainesville,Florida,32653-7887,3523774321,
A Storage Center,6800 W. University Ave.,Gainesville,Florida,32607,3523320003,information@astoragecenter.com
Access Self Storage LLC,2160 NW 67th Place,Gainesville,Florida,32653,3523370602,amyweber@scherenfl.com
ezStorage,14220 Lee Highway (Rt. 29),Gainesville,Virginia,20155,7037543401,store@ezstorage.com
Murrayville Mini Storage LLC,4856 Newton Dr.,Gainesville,Georgia,,6789891999,anne@murrayvilleselfstorage.com
NW Mini-Storage and Warehouse,3500 NW 97th Blvd # A,Gainesville,Florida,32606,3523328917,
Security Mini Storage,4101 SW 13th Street,Gainesville,Florida,,3523767606,securitymini@bellsouth.net
Self Storage Management of North Florida Inc,6505 SW Archer Road,Gainesville,Florida,32608,3523714296,archerinfo@gainesvilleselfstorage.com
"North Albany Self Storage
Gold Member","650 NW Hickory St, OR 97321",Albany,Oregon,97321,15417095470,
All Secure Mini Storage,1172 Old Salem Rd NE # 1,Albany,Oregon,97321-4500,5419240413,hanst@htestate.com
Lake Park Storage,2220 Gillionville Road,Albany,Georgia,31707,2294461444,Scott@lakeparkstorage.com
The Spare Room,1750 Central Avenue,Albany,New York,12205-4701,5184383521,dw@touheyassociates.com
A and M Self Storage Inc,1598 Norman Dr.,Valdosta,Georgia,31601-3581,2292445032,sales@aandmselfstorage.com
Georgia Self Storage,5535 Bemiss Rd,Valdosta,Georgia,31605-6631,2292423325,snance@lottproperties.com
Safe Storage,45 Rogers Drive,Rome,Georgia,,7062339311,bjcox24@hotmail.com
All American Storage LLC,"Suite 101 1146 E.G. Miles Parkway (Hwy 196, West)",Hinesville,Georgia,31313,9124087878,AllAmerican@HoltzmanCompanies.com
Coastal Mini Storage Inc,404 Fraser Circle,Hinesville,Georgia,31313,9123693092,
Rocky Face Self Storage,1908 Chattanooga Road,Dalton,Georgia,30720-3045,,tmanis3@optilink.us
Sawco Self Storage,15111 Carrollton Boulevard,Carrollton,Virginia,23314-3431,7572389861,
General Storage,1125 Memorial Drive P.O. Box 52,Griffin,Georgia,30224,7702280443,Griffin@GeneralStorageOnline.com
Storage Village,749 Carver Rd.,Griffin,Georgia,30224-8871,7702271777,
USA - Rent-A-Space,1408 Bowling Ln,Griffin,Georgia,30223,7702285347,jmg0615@earthlink.net
"Storage Star Forest Lane
Gold Member","2812 Forest Ln, TX 75234",Dallas,Texas,75234,14693434942,
A1 Mini Storage,3020 Duncanville Road,Dallas,Texas,75211-7301,2144673730,bfoley4025@sbcglobal.net
A-American Self Storage,9951 Royal Ln,Dallas,Texas,75231-1819,2143418823,jebbie@swbell.net
Depo Self Storage Inc,2617 Dallas Cherryville H,Dallas,North Carolina,28034,7049224700,deposelfstorage@bellsouth.net
STI Movers and Storage,5757 Preston View Blvd,Dallas,Texas,75240,102146749018,purpledairy1@gmail.com
The Attic,13612 Midway Rd. Ste. 230,Dallas,Texas,,9723867571,
Executive Storage Systems,708 North 29th Street,Monroe,Louisiana,71201,3188127807,info@goebp.com
Hideaway Self Storage,504 Finks Hideaway Road Suite 1,Monroe,Louisiana,71203-2471,3183438055,info@hideawayselfstorage.com
K and J Storage LLC,4315 Sterlington Rd.,Monroe,Louisiana,,3183233183,jdemers4315n@bayou.com
North Monroe Self Storage,3451 Bon Aire Drive,Monroe,Louisiana,70458-8676,3183437445,
RBL Storage Inc,7539 Highway 165 North,Monroe,Louisiana,71203-8713,3183875844,rblstorage@bayou.com
Sherlock Storage,15366 S. Dixie Hwy.,Monroe,Michigan,48161,7342424120,info@sherlockstorageofmonroe.com
A Storage Inns,332 Main St,Lafayette,Indiana,47901-1352,7654231945,janbootsma@aol.com
Bridge Storage,2108 Verot School Road,Lafayette,Louisiana,70508-6426,3379815500,
Melancon 1-49 Storage Center,3360 N.E. Evangeline Thruway,Lafayette,Louisiana,70501,3372354949,
North End Mini Storage,1652 Canal Road,Lafayette,Indiana,,7657421182,
Pyramid Self-Storage LLC,4900 Tazer Drive,Lafayette,Indiana,47905,7654497909,alan@alanwhiteagency.com
Wea Self Storage,3607 South 18th Street,LaFayette,Indiana,47909,7654777867,Betty@weaselfstorage.com
All American Storage Systems LLC,Fax Line,Jasper,Georgia,30143,7062531332,allamerican@ellijay.com
Rossville Self Storage,75 State Street,Rossville,Tennessee,38066,9018615105,hunsucker3@bellsouth.net
"Econo Storage
Gold Member","375 Arthur Rd, CA 94553",Martinez,California,94553,19252694761,
Main Road Self Storage,10814 Dorchester Road,Summerville,South Carolina,29485,8438216555,summerville@mainroadstorage.com
Shady Oaks Storage,851 East Butternut Road,Summerville,Pennsylvania,29483-8434,8438710109,dogwoode@hotmail.com
A Storage Depot,"900 W. Sproul Road, Suite 301",Springfield,Pennsylvania,19064,6106049800,swatchorn@mckeegroup.net
Ingram Mill Self Storage,419 South Ingram Mill Road,Springfield,Missouri,65802-6112,4178627222,
Northridge Mini Storage,1450 Regent Avenue,Springfield,Ohio,45503-5982,9373992702,tah6352@aol.com
Self Storage Center,PO Box 771,Springfield,Tennessee,37172,6153849962,robert@selfstoragecenter.us
Store All,111 Ogden Rd,Springfield,Ohio,45503-5148,9373250402,
Toy Chest Moving and Storage,112 Marion Court,Springfield,Tennessee,,6153843692,gtwakefield@comcast.net
AAA Self Storage,6318 West Market Street,Greensboro,North Carolina,27409-1840,3362994500,
CDS Indoor Storage,128 Edwardia Drive,Greensboro,North Carolina,27409,3362998382,cdsstorage@mindspring.com
Public Storage,6121 Landmark Center Blvd.,Greensboro,North Carolina,27407,,
Brunswick Self Storage,602 West Potomac Street,Brunswick,Maryland,21716,3018343300,info@brunswickselfstoragemd.com
Milano Self Storage,7 Orchard Park Rd.,Madison,Connecticut,06443,2032459599,dave@milanodevelopment.com
"Point Self-Stor, LLC",3690 Commerce Dr.,Madison,Pennsylvania,53719-4900,6088339090,rdohm@docusafe.net
U-Lock It Storage,117 Benson Blvd.,Madison,Alabama,35758-8513,2566793145,jim.mckee@stanleyassociates.com
West Towne Self Storage,"313 Price Place, Suite 114",Madison,Wisconsin,,6082381507,kurt@selfstoragemadison.com
Liberty Self Storage LLC,7037 Highway 190,Covington,Louisiana,,9858933087,niki@liberty-storage.com
Minnie Stor-All of Georgia,101 Mauldin Street Northwest,Calhoun,Georgia,30701,7066255557,gordoncountyreal@bellsouth.net
Affordable Self Storage,1635 W Pembroke Ave,Hampton,Virginia,23661-1924,7577236551,dan4business@aol.com
Qwik-Stor Inc,1213 North King Street,Hampton,Virginia,23669-2276,7578730011,info@qwik-stor.com
Lake Oconee Self Storage LLC,111 Alexander Road,Eatonton,Georgia,31024,,lakeoconeeselfstorage@plantationcable.net
Americas Attic Mini-Storage,609 North Church Street,Thomaston,Georgia,30286-3620,7066475496,ssblackstock@hotmail.com
Lakeland Mini Storage,PO Box 4688,Jackson,Mississippi,,6019822406,McNair@treetopsdev.com
Lakeland Parkway Self Storage,615 E. McDowell Rd,Jackson,Mississippi,39204,6013523963,smsj@stomax.com
S and J Self Storage,2537 Shirley Dr.,Jackson,Michigan,49202-1525,5177898214,srampy7827@aol.com
Sentry Self-Storage,1245 E. McDevitt,Jackson,Michigan,49203,5177831753,info@sentrystoragejackson.com
Storage Stables,3400 South Hwy 89,Jackson,Wyoming,83001,3077336876,storagestables@qwestoffice.net
Tyner Self Storage,5750 I-55 North,Jackson,Mississippi,39211,6019571113,mitch@tynerlawfirm.com
"Auburn Way Self Storage
Gold Member","4425 Auburn Way N, WA 98002",Auburn,Washington,98002,12532718867,
"Locksley Mini-Storage LLC
Gold Member","12095 Locksley Ln, CA 95602",Auburn,California,95602,15308471400,
Ace Mini Storage,12260 Shale Ridge Road,Auburn,California,95602,5308886464,aceministorage@foothillwireless.net
ALLSTORAGE,450 Grant Avenue Rd,Auburn,New York,13021,3152552338,customerservice@allstorageny.com
Rock Creek Self Storage,11711 Quartz Drive,Auburn,California,,5308868100,rockcreek@norcalselfstorages.com
StorMore Self Storage,1802 A Street SE,Auburn,Washington,98002,2539398200,
Blue Bay Self Storage,8125 County Road 44,Leesburg,Florida,34788-3712,3527282100,jcdbbss@aol.com
CubeSmart,847 Trailview Boulevard Southeast,Leesburg,Virginia,20175,7037778211,STORE0567@CUBESMART.COM
Sherwood Storage,1214 State Road 44,Leesburg,Florida,34748-9383,3523198000,
Acorn Self Storage,8117 Marsh Creek Rd.,Clayton,California,94517,9256722200,
Self Storage Secure LLC,500 North Hospital Road,Sandersville,Georgia,31082,4785526597,sss@sandersville.net
AAA Self Storage,9111 Jordan Ave.,Chatsworth,California,91311,8187270777,cashel@aol.com
Storage Direct Chatsworth,9818 DeSoto Avenue,Chatsworth,California,91311,8183416729,Chatsworth@StorageDirect.com
U-Store,20351 Prarie St.,Chatsworth,California,,8189935070,
Franklin Self Storage,306 Conover Dr,Franklin,Ohio,45005-1958,9377465190,
Security Storage,210 Kathleen Ct S,Franklin,Tennessee,37064-6736,6153902675,burck.stevens@gmail.com
StorageMAX,14 Grove Street,Franklin,Massachusetts,02038,5085200445,davis@storagemax.com
106 Mini Storage,344 Commerce Way,Pembroke,New Hampshire,03275,6032270748,offce@106ministorage.com
Stop N Store It,26 Sheep Davis Road,Pembroke,New Hampshire,03275-3704,6032280225,r.lonsdale@comcast.net
Southport Mini-Storage,601 Iris Ave,Jefferson,Louisiana,70121-2529,5048358961,jadefraites@earthlink.net
Americas Storage Center Inc,4011 N. Midland Drive,Midland,Texas,79701,4325206400,
Mom's Storage Units,635 Isabella Street,Midland,Michigan,48640,9898357430,tjohn2207@aol.com
Bateman Field Mini Storage,169 Railroad Street,Gray,Georgia,31032-5859,4789862540,katmax27@aol.com
Hall's Self Storage,P O Box 413,Gray,Maine,04039,2076573311,hallsselfstorage@maine.rr.com
SMD Self Storage,315 Pecan Ln,Gray,Georgia,31032,4789865602,scott.smdprop@yahoo.com
St Simon's Storage Company,90 Skylane Drive,St Simons Island,Georgia,31522-3702,9126386533,
Akamai Self Storage LLC,91 923 Fort Weaver Road,Ewa Beach,Pennsylvania,96706,8086897867,donshepherd@yahoo.com
Hawaii Self Storage,808 Ahua Street,Honolulu,Hawaii,96819-2029,8088361500,info@hawaiiselfstorage.net
Hy-Pac Self Storage LLC,2150 N. Nimitz Hwy.,Honolulu,Hawaii,96819,8088475302,sales@hypac.net
mini - pac Self Storage,4285 Lawehana Street,Honolulu,Hawaii,96818,8084229889,rchang@decurion.com
Ohana Self Storage,348 Puuhale Road,Honolulu,Hawaii,96819-3236,8088416799,ron@atlas-sales.com
Stor Secure Self-Storage LLC,3124 Brokaw Street 2nd Floor,Honolulu,Hawaii,96815,8087342277,ddot@lava.net
Stor Secure Self-Storage LLC,6800 Kalanianaole Hwy.,Honolulu,Hawaii,96825,8083968118,infohk@StorSecure.com
Waikele Self Storage Ltd,94-990 Pakela Street,Waipahu,Pennsylvania,96797,8086771700,info@waikeleselfstorage.com
"Keylock Storage Boise
Gold Member","450 S Maple Grove Rd, ID 83709",Boise,Idaho,83709,12084272699,
Republic Storage of Idaho,9700 W. Chinden Blvd.,Boise,Idaho,83714,2083762000,areamgr@republicstorageofidaho.com
Stor-lt,1175 East Parkcenter Blvd.,Boise,Idaho,83706,2083311888,contactus@stor-it.com
Save Most Self Storage,5116 Laster Ln.,Caldwell,Idaho,,2084546311,savemost@cableone.net
Access Controlled Storage,1333 S. Pioneer Rd.,Idaho Falls,Idaho,83402-4859,2085237867,ksieh@ida.net
"Keylock Storage Meridian
Gold Member","1975 E Franklin Rd, ID 83642",Meridian,Idaho,83642,12084026506,
C and D Storage,1345 N. Little Creek Ave.,Meridian,Idaho,83642,2088989875,brinclan1@msn.com
"Storelocal Middleton
Gold Member","17792 Middleton Rd, ID 83687",Nampa,Idaho,83687,12086001199,
"Storelocal Nampa
Gold Member","146 N Middleton Rd, ID 83651",Nampa,Idaho,83651,12084491050,
Ross Point Mini Storage LLC,PO Box 550,Post Falls,Idaho,83854,2087734400,
Franklin Self Storage,306 Conover Dr,Franklin,Ohio,45005-1958,9377465190,
Security Storage,210 Kathleen Ct S,Franklin,Tennessee,37064-6736,6153902675,burck.stevens@gmail.com
StorageMAX,14 Grove Street,Franklin,Massachusetts,02038,5085200445,davis@storagemax.com
"Keylock Storage Hayden
Gold Member","9906 N Government Way, ID 83835",Hayden,Idaho,83835,12089044343,
Alpine Self Storage,Po. Box 1014,Eagle,Colorado,81631-1014,,info@alpineselfstorage.net
Eagle Mini Storage,827 E. State St.,Eagle,Idaho,83616,2089390221,eagleministorage@hotmail.com
"Statewide Self Storage
Gold Member","1901 Verne Roberts Cir, CA 94509",Antioch,California,94509,19253926079,
A Storage City Self Storage,2100 A Street,Antioch,California,94509,9253034032,
A Storage City Self Storage,2100 A Street,Antioch,California,94509,9253034032,
U-Lock-It Self Storage,399 Main Street,Antioch,Illinois,,8478386670,
"225 Self Storage
Gold Member","13790 E Mississippi Ave, CO 80012",Aurora,Colorado,80012,13039531984,
Public Storage,4251 S. Reservoir Rd.,Aurora,Colorado,80013,,
All Seasons Self Storage Center,"c/o Sue Pusateri, 296 N. Weber Rd.",Bolingbrook,Illinois,60439,6306791234,
Boxes To Buses Self Storage,575 Larry Power Road,Bourbonnais,Illinois,,8159336200,info@boxestobuses.com
Central Self Storage LLC,1847 Armour Road,Bourbonnais,Illinois,60914,8154010234,bojeanmars@earthlink.net
Econo Self Storage,1885 North State Route 50,Bourbonnais,Illinois,60914-4435,8159355200,
U-Stor-It Group,120 Tubeway Dr,Carol Stream,Illinois,60188,8476229898,Iarry@ustorit.com
East Bank Storage,730 W. Lake Street,Chicago,Illinois,60661,3128762000,vstanius@pmdchicago.com
Maximum Mini Storage,833 W. Jackson Street #300,Chicago,Illinois,,3122264111,
Riverview Self Storage,2946 N. Western Ave.,Chicago,Illinois,60618,7733054000,wbytnar@riverviewstorage.com
Secure Public Storage,480 N. McClurg Court Ste. 320,Chicago,Illinois,,2623250987,boumenot9389@sbcglobal.net
Strongbox Self Storage,1650 W Irving Park Rd,Chicago,Illinois,60607,7732486800,info@winestorage.com
Liberty Self Storage,4114 Route 176,Crystal Lake,Illinois,60014,8154591776,sperdue@libertyselfstorage.net
A 1 Storage of Downers Grove,2701 Wisconsin,Downers Grove,Illinois,60559,6307861523,
Eagle Storage,555 Rogers,Downers Grove,Illinois,60515,6307699400,lisa.jandacek@sbcglobal.net
